thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
55,0,55,[np.float64(-0.11083333333333334)],[np.float64(0.37583333333333335)],[1],[0],[0],[1.6604401000004145],['target'],55,0,55,0,107.76001240000187,,10,107.7515886000001,107.76001240000187,107.76001240000187,0.021383800001785858,109.41267280000102,[np.float64(-0.11083333333333334)],[np.float64(0.37583333333333335)],[1],[0],[0],[1.6604401000004145],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
56,0,56,[np.float64(0.16333333333333333)],[np.float64(-0.15333333333333332)],[1],[0],[0],[2.2391197999968426],['target'],56,0,56,0,109.4271747999992,,5,109.42205110000214,109.4271747999992,109.4271747999992,0.009231899999576854,111.66171010000107,[np.float64(0.16333333333333333)],[np.float64(-0.15333333333333332)],[1],[0],[0],[2.2391197999968426],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
57,0,57,[np.float64(0.25666666666666665)],[np.float64(0.03166666666666667)],[1],[0],[0],[1.8512044999988575],['target'],57,0,57,0,111.68578790000174,,10,111.6786432000008,111.68578790000174,111.68578790000174,0.016837800001667347,113.531145500001,[np.float64(0.25666666666666665)],[np.float64(0.03166666666666667)],[1],[0],[0],[1.8512044999988575],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
58,0,58,[np.float64(-0.41833333333333333)],[np.float64(0.2025)],[1],[0],[0],[2.267048799996701],['target'],58,0,58,0,113.55703889999859,,5,113.54689860000144,113.55703889999859,113.55703889999859,0.015495100000407547,115.81512239999938,[np.float64(-0.41833333333333333)],[np.float64(0.2025)],[1],[0],[0],[2.267048799996701],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
59,0,59,[np.float64(-0.10083333333333333)],[np.float64(0.2725)],[1],[0],[0],[1.7308503999993263],['target'],59,0,59,0,115.86320419999902,,10,115.8488827000001,115.86320419999902,115.86320419999902,0.033520400000270456,117.58087850000084,[np.float64(-0.10083333333333333)],[np.float64(0.2725)],[1],[0],[0],[1.7308503999993263],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
60,0,60,[np.float64(-0.4625)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.9313852999985102],['target'],60,0,60,0,117.60832500000106,,5,117.59836799999903,117.60832500000106,117.60832500000106,0.017208999997819774,119.53067670000019,[np.float64(-0.4625)],[np.float64(-0.24333333333333335)],[1],[0],[0],[1.9313852999985102],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
61,0,61,[np.float64(0.09916666666666667)],[np.float64(0.17416666666666666)],[1],[0],[0],[1.8354341999984172],['target'],61,0,61,0,119.57369409999956,,10,119.56022010000015,119.57369409999956,119.57369409999956,0.029349700002057943,121.39729520000037,[np.float64(0.09916666666666667)],[np.float64(0.17416666666666666)],[1],[0],[0],[1.8354341999984172],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
62,0,62,[np.float64(-0.075)],[np.float64(-0.22583333333333333)],[1],[0],[0],[1.766470599999593],['target'],62,0,62,0,121.44419470000139,,10,121.42961379999906,121.44419470000139,121.44419470000139,0.0320415000023786,123.19712269999945,[np.float64(-0.075)],[np.float64(-0.22583333333333333)],[1],[0],[0],[1.766470599999593],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
63,0,63,[np.float64(-0.23)],[np.float64(0.225)],[1],[0],[0],[1.6174510000018927],['target'],63,0,63,0,123.24294799999916,,10,123.22822739999901,123.24294799999916,123.24294799999916,0.03086500000063097,124.84683399999994,[np.float64(-0.23)],[np.float64(0.225)],[1],[0],[0],[1.6174510000018927],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
64,0,64,[np.float64(0.315)],[np.float64(-0.2758333333333333)],[1],[0],[0],[2.0037216000018816],['target'],64,0,64,0,124.86525560000155,,5,124.85956420000002,124.86525560000155,124.86525560000155,0.012486699997680262,126.86461670000062,[np.float64(0.315)],[np.float64(-0.2758333333333333)],[1],[0],[0],[2.0037216000018816],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
65,0,65,[np.float64(0.34)],[np.float64(-0.23)],[1],[0],[0],[1.2757894999995187],['target'],65,0,65,0,126.89592249999987,,10,126.88664970000173,126.89592249999987,126.89592249999987,0.02179959999921266,128.16369739999936,[np.float64(0.34)],[np.float64(-0.23)],[1],[0],[0],[1.2757894999995187],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
66,0,66,[np.float64(-0.06)],[np.float64(0.49916666666666665)],[1],[0],[0],[3.5597086000016134],['target'],66,0,66,0,128.19329229999857,,10,128.18517520000023,128.19329229999857,128.19329229999857,0.021198800001002382,131.74554889999854,[np.float64(-0.06)],[np.float64(0.49916666666666665)],[1],[0],[0],[3.5597086000016134],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
67,0,67,[np.float64(-0.36833333333333335)],[np.float64(0.42583333333333334)],[1],[0],[0],[1.7229901999999129],['target'],67,0,67,0,131.7615990000013,,5,131.7559450000008,131.7615990000013,131.7615990000013,0.010283700001309626,133.47990919999938,[np.float64(-0.36833333333333335)],[np.float64(0.42583333333333334)],[1],[0],[0],[1.7229901999999129],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
68,0,68,[np.float64(0.065)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.781743199997436],['target'],68,0,68,0,133.50342639999872,,5,133.49620779999896,133.50342639999872,133.50342639999872,0.0161231999991287,135.27895949999947,[np.float64(0.065)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.781743199997436],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
69,0,69,[np.float64(-0.31333333333333335)],[np.float64(-0.3858333333333333)],[1],[0],[0],[1.7871159999995143],['target'],69,0,69,0,135.29794849999962,,5,135.29241990000082,135.29794849999962,135.29794849999962,0.013247799997770926,137.08054840000113,[np.float64(-0.31333333333333335)],[np.float64(-0.3858333333333333)],[1],[0],[0],[1.7871159999995143],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
70,0,70,[np.float64(0.43166666666666664)],[np.float64(0.2991666666666667)],[1],[0],[0],[2.0443167999983416],['target'],70,0,70,0,137.10964230000172,,10,137.10115009999936,137.10964230000172,137.10964230000172,0.020188500002404908,139.14652410000053,[np.float64(0.43166666666666664)],[np.float64(0.2991666666666667)],[1],[0],[0],[2.0443167999983416],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
71,0,71,[np.float64(-0.19583333333333333)],[np.float64(0.49916666666666665)],[1],[0],[0],[4.169470900000306],['target'],71,0,71,0,139.1907812999998,,10,139.17604700000084,139.1907812999998,139.1907812999998,0.029282200001034653,143.3466389999994,[np.float64(-0.19583333333333333)],[np.float64(0.49916666666666665)],[1],[0],[0],[4.169470900000306],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
72,0,72,[np.float64(-0.27166666666666667)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.9915045000016107],['target'],72,0,72,0,143.38084660000095,,10,143.36988850000125,143.38084660000095,143.38084660000095,0.02304069999809144,145.36228069999925,[np.float64(-0.27166666666666667)],[np.float64(-0.4116666666666667)],[1],[0],[0],[1.9915045000016107],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
73,0,73,[np.float64(-0.0375)],[np.float64(0.31916666666666665)],[1],[0],[0],[2.761500699998578],['target'],73,0,73,0,145.39282449999882,,10,145.38321720000022,145.39282449999882,145.39282449999882,0.020770099999936065,148.14572950000002,[np.float64(-0.0375)],[np.float64(0.31916666666666665)],[1],[0],[0],[2.761500699998578],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
74,0,74,[np.float64(-0.16666666666666666)],[np.float64(-0.3591666666666667)],[1],[0],[0],[2.321849399999337],['target'],74,0,74,0,148.163502899999,,5,148.1563681000007,148.163502899999,148.163502899999,0.01037480000013602,150.47878919999857,[np.float64(-0.16666666666666666)],[np.float64(-0.3591666666666667)],[1],[0],[0],[2.321849399999337],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
75,0,75,[np.float64(0.30916666666666665)],[np.float64(0.4766666666666667)],[1],[0],[0],[4.213431399999536],['target'],75,0,75,0,150.5068683999998,,10,150.49793940000018,150.5068683999998,150.5068683999998,0.01899770000090939,154.71239929999865,[np.float64(0.30916666666666665)],[np.float64(0.4766666666666667)],[1],[0],[0],[4.213431399999536],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
76,0,76,[np.float64(0.12)],[np.float64(-0.07083333333333333)],[1],[0],[0],[2.072709500000201],['target'],76,0,76,0,154.7284792999999,,5,154.7229064000021,154.7284792999999,154.7284792999999,0.010328599997592391,156.79659130000073,[np.float64(0.12)],[np.float64(-0.07083333333333333)],[1],[0],[0],[2.072709500000201],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
77,0,77,[np.float64(-0.49)],[np.float64(0.15166666666666667)],[1],[0],[0],[2.0490542000006826],['target'],77,0,77,0,156.82217579999997,,5,156.81387710000126,156.82217579999997,156.82217579999997,0.017044999996869592,158.8638890000002,[np.float64(-0.49)],[np.float64(0.15166666666666667)],[1],[0],[0],[2.0490542000006826],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
78,0,78,[np.float64(0.37166666666666665)],[np.float64(-0.028333333333333332)],[1],[0],[0],[2.5303571999975247],['target'],78,0,78,0,158.88962170000013,,5,158.8812183000009,158.88962170000013,158.88962170000013,0.01706190000186325,161.4128223000007,[np.float64(0.37166666666666665)],[np.float64(-0.028333333333333332)],[1],[0],[0],[2.5303571999975247],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
79,0,79,[np.float64(0.45666666666666667)],[np.float64(0.49416666666666664)],[1],[0],[0],[2.6624219000004814],['target'],79,0,79,0,161.44117330000154,,10,161.43298760000107,161.44117330000154,161.44117330000154,0.01996829999916372,164.096396500001,[np.float64(0.45666666666666667)],[np.float64(0.49416666666666664)],[1],[0],[0],[2.6624219000004814],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
80,0,80,[np.float64(0.1875)],[np.float64(0.10416666666666667)],[1],[0],[0],[1.901588400000037],['target'],80,0,80,0,164.11767959999997,,5,164.11208080000142,164.11767959999997,164.11767959999997,0.015390699998533819,166.01437689999875,[np.float64(0.1875)],[np.float64(0.10416666666666667)],[1],[0],[0],[1.901588400000037],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
81,0,81,[np.float64(0.155)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.774545100000978],['target'],81,0,81,0,166.0456770000019,,10,166.03700469999967,166.0456770000019,166.0456770000019,0.022436499999457737,167.81246330000067,[np.float64(0.155)],[np.float64(0.35333333333333333)],[1],[0],[0],[1.774545100000978],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
82,0,82,[np.float64(0.115)],[np.float64(-0.12166666666666667)],[1],[0],[0],[3.1277659999977914],['target'],82,0,82,0,167.84244559999934,,10,167.83413680000012,167.84244559999934,167.84244559999934,0.021411499998066574,170.96308109999882,[np.float64(0.115)],[np.float64(-0.12166666666666667)],[1],[0],[0],[3.1277659999977914],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
83,0,83,[np.float64(0.09166666666666666)],[np.float64(-0.135)],[1],[0],[0],[1.578415899999527],['target'],83,0,83,0,170.99243360000037,,10,170.984223200001,170.99243360000037,170.99243360000037,0.020899999999528518,172.5638198000015,[np.float64(0.09166666666666666)],[np.float64(-0.135)],[1],[0],[0],[1.578415899999527],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
84,0,84,[np.float64(0.1825)],[np.float64(-0.014166666666666666)],[1],[0],[0],[1.5758294999977807],['target'],84,0,84,0,172.59252650000053,,10,172.58489199999894,172.59252650000053,172.59252650000053,0.020792300001630792,174.16165779999938,[np.float64(0.1825)],[np.float64(-0.014166666666666666)],[1],[0],[0],[1.5758294999977807],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
85,0,85,[np.float64(0.03333333333333333)],[np.float64(0.12916666666666668)],[1],[0],[0],[1.3757595999995829],['target'],85,0,85,0,174.17721470000106,,5,174.17161399999895,174.17721470000106,174.17721470000106,0.009799399998883018,175.5494710000021,[np.float64(0.03333333333333333)],[np.float64(0.12916666666666668)],[1],[0],[0],[1.3757595999995829],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
86,0,86,[np.float64(0.4483333333333333)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.5868273000014597],['target'],86,0,86,0,175.60227370000212,,10,175.5902969000017,175.60227370000212,175.60227370000212,0.04065409999748226,177.1775892000005,[np.float64(0.4483333333333333)],[np.float64(0.21666666666666667)],[1],[0],[0],[1.5868273000014597],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
87,0,87,[np.float64(-0.3466666666666667)],[np.float64(-0.04583333333333333)],[1],[0],[0],[3.6476155999989714],['target'],87,0,87,0,177.2043807000009,,10,177.19653219999964,177.2043807000009,177.2043807000009,0.018814699997165008,180.84478669999953,[np.float64(-0.3466666666666667)],[np.float64(-0.04583333333333333)],[1],[0],[0],[3.6476155999989714],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
88,0,88,[np.float64(-0.014166666666666666)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.6793199999992794],['target'],88,0,88,0,180.87417460000142,,10,180.86580220000178,180.87417460000142,180.87417460000142,0.02074910000010277,182.54606110000168,[np.float64(-0.014166666666666666)],[np.float64(-0.2733333333333333)],[1],[0],[0],[1.6793199999992794],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
89,0,89,[np.float64(0.15583333333333332)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.744854699998541],['target'],89,0,89,0,182.57330699999875,,10,182.56575259999954,182.57330699999875,182.57330699999875,0.01946509999834234,185.3117033999988,[np.float64(0.15583333333333332)],[np.float64(0.39666666666666667)],[1],[0],[0],[2.744854699998541],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
90,0,90,[np.float64(0.4225)],[np.float64(-0.215)],[1],[0],[0],[2.1524810000009893],['target'],90,0,90,0,185.32985589999953,,5,185.32435120000082,185.32985589999953,185.32985589999953,0.012443999999959487,187.47727510000186,[np.float64(0.4225)],[np.float64(-0.215)],[1],[0],[0],[2.1524810000009893],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
91,0,91,[np.float64(0.42833333333333334)],[np.float64(-0.0375)],[1],[0],[0],[1.5222515000023122],['target'],91,0,91,0,187.49469580000004,,5,187.4885056000021,187.49469580000004,187.49469580000004,0.011133199997857446,189.01135860000068,[np.float64(0.42833333333333334)],[np.float64(-0.0375)],[1],[0],[0],[1.5222515000023122],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
92,0,92,[np.float64(0.49666666666666665)],[np.float64(-0.18083333333333335)],[1],[0],[0],[2.223136799999338],['target'],92,0,92,0,189.02552659999856,,5,189.02081499999986,189.02552659999856,189.02552659999856,0.009316700001363643,191.24516930000027,[np.float64(0.49666666666666665)],[np.float64(-0.18083333333333335)],[1],[0],[0],[2.223136799999338],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
93,0,93,[np.float64(0.1675)],[np.float64(-0.245)],[1],[0],[0],[1.9623420999996597],['target'],93,0,93,0,191.27464640000107,,10,191.26653319999969,191.27464640000107,191.27464640000107,0.02103690000149072,193.2294933000012,[np.float64(0.1675)],[np.float64(-0.245)],[1],[0],[0],[1.9623420999996597],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
94,0,94,[np.float64(0.3975)],[np.float64(-0.30416666666666664)],[1],[0],[0],[2.476195399998687],['target'],94,0,94,0,193.26293219999934,,10,193.25247949999903,193.26293219999934,193.26293219999934,0.022700699999404605,195.72966689999885,[np.float64(0.3975)],[np.float64(-0.30416666666666664)],[1],[0],[0],[2.476195399998687],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
95,0,95,[np.float64(0.0975)],[np.float64(-0.06833333333333333)],[1],[0],[0],[1.601494200000161],['target'],95,0,95,0,195.74781599999915,,5,195.74249939999936,195.74781599999915,195.74781599999915,0.012531399999716086,197.3451497999995,[np.float64(0.0975)],[np.float64(-0.06833333333333333)],[1],[0],[0],[1.601494200000161],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
96,0,96,[np.float64(-0.07916666666666666)],[np.float64(0.5)],[1],[0],[0],[2.182556100000511],['target'],96,0,96,0,197.36870830000043,,5,197.36070630000177,197.36870830000043,197.36870830000043,0.015208599998004502,199.54377440000098,[np.float64(-0.07916666666666666)],[np.float64(0.5)],[1],[0],[0],[2.182556100000511],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
97,0,97,[np.float64(-0.43583333333333335)],[np.float64(-0.4625)],[1],[0],[0],[2.4977961000004143],['target'],97,0,97,0,199.57407859999876,,10,199.56391240000085,199.57407859999876,199.57407859999876,0.020041700001456775,202.06262029999925,[np.float64(-0.43583333333333335)],[np.float64(-0.4625)],[1],[0],[0],[2.4977961000004143],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
98,0,98,[np.float64(-0.06333333333333334)],[np.float64(-0.4658333333333333)],[1],[0],[0],[3.0389605999989726],['target'],98,0,98,0,202.0965395000021,,10,202.08797440000126,202.0965395000021,202.0965395000021,0.025098800000705523,205.12795860000188,[np.float64(-0.06333333333333334)],[np.float64(-0.4658333333333333)],[1],[0],[0],[3.0389605999989726],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
99,0,99,[np.float64(-0.06916666666666667)],[np.float64(-0.17083333333333334)],[1],[0],[0],[2.5747573000007833],['target'],99,0,99,0,205.14542490000167,,5,205.13966069999879,205.14542490000167,205.14542490000167,0.011468600001535378,207.71514989999923,[np.float64(-0.06916666666666667)],[np.float64(-0.17083333333333334)],[1],[0],[0],[2.5747573000007833],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
100,0,100,[np.float64(-0.1125)],[np.float64(0.43083333333333335)],[1],[0],[0],[1.7983706000013626],['target'],100,0,100,0,207.73960549999902,,5,207.7322114000017,207.73960549999902,207.73960549999902,0.016872899999725632,209.5309817999987,[np.float64(-0.1125)],[np.float64(0.43083333333333335)],[1],[0],[0],[1.7983706000013626],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
101,0,101,[np.float64(0.015)],[np.float64(0.43)],[1],[0],[0],[3.611896300000808],['target'],101,0,101,0,209.56561220000003,,10,209.55140440000105,209.56561220000003,209.56561220000003,0.020320400002674432,213.16408909999882,[np.float64(0.015)],[np.float64(0.43)],[1],[0],[0],[3.611896300000808],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
102,0,102,[np.float64(-0.2725)],[np.float64(-0.09)],[1],[0],[0],[2.5601591000013286],['target'],102,0,102,0,213.19261529999858,,10,213.18416640000214,213.19261529999858,213.19261529999858,0.019901100000424776,215.74565050000092,[np.float64(-0.2725)],[np.float64(-0.09)],[1],[0],[0],[2.5601591000013286],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
103,0,103,[np.float64(0.3975)],[np.float64(0.49083333333333334)],[1],[0],[0],[2.5509399000002304],['target'],103,0,103,0,215.76865689999977,,5,215.76058959999864,215.76865689999977,215.76865689999977,0.014734399999724701,218.31255760000204,[np.float64(0.3975)],[np.float64(0.49083333333333334)],[1],[0],[0],[2.5509399000002304],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
104,0,104,[np.float64(0.023333333333333334)],[np.float64(0.2841666666666667)],[1],[0],[0],[1.5183728000010888],['target'],104,0,104,0,218.33119350000197,,5,218.32592849999855,218.33119350000197,218.33119350000197,0.013163899999199202,219.8453217999995,[np.float64(0.023333333333333334)],[np.float64(0.2841666666666667)],[1],[0],[0],[1.5183728000010888],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
105,0,105,[np.float64(-0.03833333333333333)],[np.float64(-0.38666666666666666)],[1],[0],[0],[2.444235999999364],['target'],105,0,105,0,219.8732361000002,,10,219.86641080000118,219.8732361000002,219.8732361000002,0.020840900000621332,222.31172209999932,[np.float64(-0.03833333333333333)],[np.float64(-0.38666666666666666)],[1],[0],[0],[2.444235999999364],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
106,0,106,[np.float64(0.016666666666666666)],[np.float64(-0.2425)],[1],[0],[0],[1.811996199998248],['target'],106,0,106,0,222.33959080000204,,10,222.33194379999986,222.33959080000204,222.33959080000204,0.019973800001025666,224.14442419999978,[np.float64(0.016666666666666666)],[np.float64(-0.2425)],[1],[0],[0],[1.811996199998248],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
107,0,107,[np.float64(0.23583333333333334)],[np.float64(0.25083333333333335)],[1],[0],[0],[1.5561023999980534],['target'],107,0,107,0,224.1606783999996,,5,224.15562259999933,224.1606783999996,224.1606783999996,0.011073399997258093,225.71290579999913,[np.float64(0.23583333333333334)],[np.float64(0.25083333333333335)],[1],[0],[0],[1.5561023999980534],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
108,0,108,[np.float64(-0.23)],[np.float64(0.014166666666666666)],[1],[0],[0],[1.6848323000012897],['target'],108,0,108,0,225.73114840000198,,5,225.72600590000002,225.73114840000198,225.73114840000198,0.012885100000858074,227.4119025,[np.float64(-0.23)],[np.float64(0.014166666666666666)],[1],[0],[0],[1.6848323000012897],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
109,0,109,[np.float64(0.18666666666666668)],[np.float64(0.2925)],[1],[0],[0],[2.0269969000000856],['target'],109,0,109,0,227.43984700000146,,10,227.43265339999925,227.43984700000146,227.43984700000146,0.020501299997704336,229.4601255000016,[np.float64(0.18666666666666668)],[np.float64(0.2925)],[1],[0],[0],[2.0269969000000856],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
110,0,110,[np.float64(0.29083333333333333)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.594940699997096],['target'],110,0,110,0,229.49186650000047,,10,229.48143319999872,229.49186650000047,229.49186650000047,0.02115100000082748,231.07718939999904,[np.float64(0.29083333333333333)],[np.float64(0.45166666666666666)],[1],[0],[0],[1.594940699997096],['target'],p4,001,2025-09-30_21h23.54.665,04102024_3.0_Visual Search Task,,2025.1.1,59.923082731736564,2025-09-30 21h24.02.403465 +0530,
